bartoc,uri,label
http://bartoc.org/en/taxonomy/term/12500,http://eurovoc.europa.eu/1557,Kenya
http://bartoc.org/en/taxonomy/term/12497,http://eurovoc.europa.eu/2058,Nigeria
http://bartoc.org/en/taxonomy/term/14164,http://eurovoc.europa.eu/342,"Southern Africa"
http://bartoc.org/en/taxonomy/term/11659,http://eurovoc.europa.eu/1587,America
http://bartoc.org/en/taxonomy/term/12524,http://eurovoc.europa.eu/1615,"North America"
http://bartoc.org/en/taxonomy/term/11298,http://eurovoc.europa.eu/5100,Canada
http://bartoc.org/en/taxonomy/term/11616,http://eurovoc.europa.eu/888,"United States"
http://bartoc.org/en/taxonomy/term/11707,http://eurovoc.europa.eu/1632,"Latin America"
http://bartoc.org/en/taxonomy/term/11947,http://eurovoc.europa.eu/1624,"South America"
http://bartoc.org/en/taxonomy/term/14146,http://eurovoc.europa.eu/5965,Chile
http://bartoc.org/en/taxonomy/term/11630,http://eurovoc.europa.eu/2525,Argentina
http://bartoc.org/en/taxonomy/term/10754,http://eurovoc.europa.eu/5040,Brazil
http://bartoc.org/en/taxonomy/term/11682,http://eurovoc.europa.eu/6036,Colombia
http://bartoc.org/en/taxonomy/term/11721,http://eurovoc.europa.eu/4621,Uruguay
http://bartoc.org/en/taxonomy/term/11885,http://eurovoc.europa.eu/5269,cartography
http://bartoc.org/en/taxonomy/term/12452,http://eurovoc.europa.eu/6387,"cultural geography"
http://bartoc.org/en/taxonomy/term/11699,http://eurovoc.europa.eu/909,Europe
http://bartoc.org/en/taxonomy/term/12469,http://eurovoc.europa.eu/4353,Austria
http://bartoc.org/en/taxonomy/term/12556,http://eurovoc.europa.eu/1085,France
http://bartoc.org/en/taxonomy/term/12557,http://eurovoc.europa.eu/5041,Brittany
http://bartoc.org/en/taxonomy/term/12570,http://eurovoc.europa.eu/1086,"French overseas department and region"
http://bartoc.org/en/taxonomy/term/12495,http://eurovoc.europa.eu/1318,Germany
http://bartoc.org/en/taxonomy/term/14150,http://eurovoc.europa.eu/4560,BadenWürttemberg
http://bartoc.org/en/taxonomy/term/14149,http://eurovoc.europa.eu/4835,Bavaria
http://bartoc.org/en/taxonomy/term/14102,http://eurovoc.europa.eu/4847,Berlin
http://bartoc.org/en/taxonomy/term/14156,http://eurovoc.europa.eu/5039,Bremen
http://bartoc.org/en/taxonomy/term/14151,http://eurovoc.europa.eu/1230,Hamburg
http://bartoc.org/en/taxonomy/term/12523,http://eurovoc.europa.eu/1239,Hesse
http://bartoc.org/en/taxonomy/term/14155,http://eurovoc.europa.eu/4825,"Lower Saxony"
http://bartoc.org/en/taxonomy/term/14153,http://eurovoc.europa.eu/5730,"MecklenburgWestern Pomerania"
http://bartoc.org/en/taxonomy/term/12608,http://eurovoc.europa.eu/3711,"North RhineWestphalia"
http://bartoc.org/en/taxonomy/term/14158,http://eurovoc.europa.eu/3713,RhinelandPalatinate
http://bartoc.org/en/taxonomy/term/14147,http://eurovoc.europa.eu/3903,Saarland
http://bartoc.org/en/taxonomy/term/12607,http://eurovoc.europa.eu/3918,SchleswigHolstein
http://bartoc.org/en/taxonomy/term/12486,http://eurovoc.europa.eu/2563,Portugal
http://bartoc.org/en/taxonomy/term/11871,http://eurovoc.europa.eu/4839,Belgium
http://bartoc.org/en/taxonomy/term/11916,http://eurovoc.europa.eu/914,"Eastern Europe"
http://bartoc.org/en/taxonomy/term/14162,http://eurovoc.europa.eu/5860,"Czech Republic"
http://bartoc.org/en/taxonomy/term/12517,http://eurovoc.europa.eu/1255,Hungary
http://bartoc.org/en/taxonomy/term/12604,http://eurovoc.europa.eu/2543,Poland
http://bartoc.org/en/taxonomy/term/12602,http://eurovoc.europa.eu/5876,Russia
http://bartoc.org/en/taxonomy/term/11618,http://eurovoc.europa.eu/1519,Italy
http://bartoc.org/en/taxonomy/term/12470,http://eurovoc.europa.eu/5246,"Autonomous Province of Bolzano"
http://bartoc.org/en/taxonomy/term/11795,http://eurovoc.europa.eu/911,"Northern Europe"
http://bartoc.org/en/taxonomy/term/12606,http://eurovoc.europa.eu/8283,Syddanmark
http://bartoc.org/en/taxonomy/term/12600,http://eurovoc.europa.eu/5774,"Baltic States"
http://bartoc.org/en/taxonomy/term/14168,http://eurovoc.europa.eu/5619,Estonia
http://bartoc.org/en/taxonomy/term/11872,http://eurovoc.europa.eu/1019,Finland
http://bartoc.org/en/taxonomy/term/12516,http://eurovoc.europa.eu/6249,Lapland
http://bartoc.org/en/taxonomy/term/11654,http://eurovoc.europa.eu/863,Spain
http://bartoc.org/en/taxonomy/term/12535,http://eurovoc.europa.eu/2289,"Basque Country"
http://bartoc.org/en/taxonomy/term/14064,http://eurovoc.europa.eu/3384,"CastileLa Mancha"
http://bartoc.org/en/taxonomy/term/14065,http://eurovoc.europa.eu/3382,CastileLeon
http://bartoc.org/en/taxonomy/term/12467,http://eurovoc.europa.eu/3391,"Community of Valencia"
http://bartoc.org/en/taxonomy/term/12621,http://eurovoc.europa.eu/2038,Navarre
http://bartoc.org/en/taxonomy/term/11622,http://eurovoc.europa.eu/1873,Andalusia
http://bartoc.org/en/taxonomy/term/11656,http://eurovoc.europa.eu/5273,Catalonia
http://bartoc.org/en/taxonomy/term/11856,http://eurovoc.europa.eu/4324,Switzerland
http://bartoc.org/en/taxonomy/term/11609,http://eurovoc.europa.eu/3774,"United Kingdom"
http://bartoc.org/en/taxonomy/term/12434,http://eurovoc.europa.eu/663,Scotland
http://bartoc.org/en/taxonomy/term/12435,http://eurovoc.europa.eu/2290,Wales
http://bartoc.org/en/taxonomy/term/11743,http://eurovoc.europa.eu/2113,Oceania
http://bartoc.org/en/taxonomy/term/10751,http://eurovoc.europa.eu/4160,Australia
http://bartoc.org/en/taxonomy/term/11608,http://eurovoc.europa.eu/2089,"New Zealand"
http://bartoc.org/en/taxonomy/term/11905,http://eurovoc.europa.eu/1151,geology
http://bartoc.org/en/taxonomy/term/11818,http://eurovoc.europa.eu/1936,mineralogy
http://bartoc.org/en/taxonomy/term/11903,http://eurovoc.europa.eu/3294,petrology
http://bartoc.org/en/taxonomy/term/11974,http://eurovoc.europa.eu/3931,"soil science"
http://bartoc.org/en/taxonomy/term/11679,http://eurovoc.europa.eu/710,electrotechnology
http://bartoc.org/en/taxonomy/term/12448,http://eurovoc.europa.eu/3925,"information science"
http://bartoc.org/en/taxonomy/term/11698,http://eurovoc.europa.eu/3941,"life sciences"
http://bartoc.org/en/taxonomy/term/11712,http://eurovoc.europa.eu/4921,biology
http://bartoc.org/en/taxonomy/term/12581,http://eurovoc.europa.eu/3282,neurobiology
http://bartoc.org/en/taxonomy/term/11948,http://eurovoc.europa.eu/5028,botany
http://bartoc.org/en/taxonomy/term/12416,http://eurovoc.europa.eu/5303,cytology
http://bartoc.org/en/taxonomy/term/11895,http://eurovoc.europa.eu/5651,genetics
http://bartoc.org/en/taxonomy/term/12433,http://eurovoc.europa.eu/6260,DNA
http://bartoc.org/en/taxonomy/term/11956,http://eurovoc.europa.eu/5740,microorganism
http://bartoc.org/en/taxonomy/term/12421,http://eurovoc.europa.eu/3282,neurobiology
http://bartoc.org/en/taxonomy/term/11850,http://eurovoc.europa.eu/4810,zoology
http://bartoc.org/en/taxonomy/term/11605,http://eurovoc.europa.eu/632,ecology
http://bartoc.org/en/taxonomy/term/11902,http://eurovoc.europa.eu/2232,parasitology
http://bartoc.org/en/taxonomy/term/11908,http://eurovoc.europa.eu/2367,pharmacology
http://bartoc.org/en/taxonomy/term/11839,http://eurovoc.europa.eu/1835,mathematics
http://bartoc.org/en/taxonomy/term/11935,http://eurovoc.europa.eu/3946,"physical sciences"
http://bartoc.org/en/taxonomy/term/12514,http://eurovoc.europa.eu/5966,chemistry
http://bartoc.org/en/taxonomy/term/14092,http://eurovoc.europa.eu/5300,"analytical chemistry"
http://bartoc.org/en/taxonomy/term/14076,http://eurovoc.europa.eu/1837,plastics
http://bartoc.org/en/taxonomy/term/12563,http://eurovoc.europa.eu/2545,polymer
http://bartoc.org/en/taxonomy/term/12426,http://eurovoc.europa.eu/4889,biochemistry
http://bartoc.org/en/taxonomy/term/11949,http://eurovoc.europa.eu/6111,enzyme
http://bartoc.org/en/taxonomy/term/11728,http://eurovoc.europa.eu/3292,optics
http://bartoc.org/en/taxonomy/term/11878,http://eurovoc.europa.eu/6382,"space science"
http://bartoc.org/en/taxonomy/term/11943,http://eurovoc.europa.eu/3790,astronomy
http://bartoc.org/en/taxonomy/term/11613,http://eurovoc.europa.eu/4075,"natural hazard"
http://bartoc.org/en/taxonomy/term/14145,http://eurovoc.europa.eu/3549,"natural resources"
http://bartoc.org/en/taxonomy/term/11768,http://eurovoc.europa.eu/4204,"nonprofit organisation"
http://bartoc.org/en/taxonomy/term/12640,http://eurovoc.europa.eu/2085,notary
http://bartoc.org/en/taxonomy/term/11904,http://eurovoc.europa.eu/3789,"nuclear chemistry"
http://bartoc.org/en/taxonomy/term/11890,http://eurovoc.europa.eu/753,"nuclear energy"
http://bartoc.org/en/taxonomy/term/12584,http://eurovoc.europa.eu/4042,"nuclear safety"
http://bartoc.org/en/taxonomy/term/11961,http://eurovoc.europa.eu/921,"nuclear accident"
http://bartoc.org/en/taxonomy/term/11758,http://eurovoc.europa.eu/4039,"occupational safety"
http://bartoc.org/en/taxonomy/term/12594,http://eurovoc.europa.eu/1720,"office equipment"
http://bartoc.org/en/taxonomy/term/12562,http://eurovoc.europa.eu/1414,"oil industry"
http://bartoc.org/en/taxonomy/term/12597,http://eurovoc.europa.eu/3766,"offshore structure"
http://bartoc.org/en/taxonomy/term/12490,http://eurovoc.europa.eu/568,"organic farming"
http://bartoc.org/en/taxonomy/term/12531,http://eurovoc.europa.eu/767,"organic fertiliser"
http://bartoc.org/en/taxonomy/term/11819,http://eurovoc.europa.eu/2181,"organisation of transport"
http://bartoc.org/en/taxonomy/term/11637,http://eurovoc.europa.eu/5392,load
http://bartoc.org/en/taxonomy/term/11896,http://eurovoc.europa.eu/3681,"transport of dangerous goods"
http://bartoc.org/en/taxonomy/term/11852,http://eurovoc.europa.eu/2357,pesticide
http://bartoc.org/en/taxonomy/term/11962,http://eurovoc.europa.eu/833,"physical environment"
http://bartoc.org/en/taxonomy/term/11882,http://eurovoc.europa.eu/5741,"aquatic environment"
http://bartoc.org/en/taxonomy/term/11879,http://eurovoc.europa.eu/597,water
http://bartoc.org/en/taxonomy/term/11727,http://eurovoc.europa.eu/610,"surface water"
http://bartoc.org/en/taxonomy/term/11894,http://eurovoc.europa.eu/5463,biodiversity
http://bartoc.org/en/taxonomy/term/12527,http://eurovoc.europa.eu/1763,"plant disease"
http://bartoc.org/en/taxonomy/term/11809,http://eurovoc.europa.eu/4730,"political violence"
http://bartoc.org/en/taxonomy/term/11598,http://eurovoc.europa.eu/4704,politics
http://bartoc.org/en/taxonomy/term/12654,http://eurovoc.europa.eu/2003,"women's movement"
http://bartoc.org/en/taxonomy/term/11859,http://eurovoc.europa.eu/558,"electoral law"
http://bartoc.org/en/taxonomy/term/10752,http://eurovoc.europa.eu/1172,government
http://bartoc.org/en/taxonomy/term/11873,http://eurovoc.europa.eu/2242,parliament
http://bartoc.org/en/taxonomy/term/12508,http://eurovoc.europa.eu/425,"Upper House"
http://bartoc.org/en/taxonomy/term/11572,http://eurovoc.europa.eu/77,"public administration"
http://bartoc.org/en/taxonomy/term/12644,http://eurovoc.europa.eu/6894,"electronic government"
http://bartoc.org/en/taxonomy/term/11632,http://eurovoc.europa.eu/68,"local government"
http://bartoc.org/en/taxonomy/term/11796,http://eurovoc.europa.eu/8466,"public policy"
http://bartoc.org/en/taxonomy/term/11812,http://eurovoc.europa.eu/2152,"public opinion"
http://bartoc.org/en/taxonomy/term/11802,http://eurovoc.europa.eu/3318,"population dynamics"
http://bartoc.org/en/taxonomy/term/11876,http://eurovoc.europa.eu/71,"product design"
http://bartoc.org/en/taxonomy/term/11841,http://eurovoc.europa.eu/275,"production cost"
http://bartoc.org/en/taxonomy/term/12552,http://eurovoc.europa.eu/1018,"public accounting"
http://bartoc.org/en/taxonomy/term/11845,http://eurovoc.europa.eu/1810,"public contract"
http://bartoc.org/en/taxonomy/term/11844,http://eurovoc.europa.eu/2218,"invitation to tender"
http://bartoc.org/en/taxonomy/term/12590,http://eurovoc.europa.eu/1018,"public finance"
http://bartoc.org/en/taxonomy/term/12612,http://eurovoc.europa.eu/1938,"public prosecutor's department"
http://bartoc.org/en/taxonomy/term/12555,http://eurovoc.europa.eu/830,"public sector"
http://bartoc.org/en/taxonomy/term/12493,http://eurovoc.europa.eu/823,"real estate business"
http://bartoc.org/en/taxonomy/term/12617,http://eurovoc.europa.eu/3257,religion
http://bartoc.org/en/taxonomy/term/11714,http://eurovoc.europa.eu/5163,Catholicism
http://bartoc.org/en/taxonomy/term/12603,http://eurovoc.europa.eu/5164,Orthodoxy
http://bartoc.org/en/taxonomy/term/12550,http://eurovoc.europa.eu/5165,Protestantism
http://bartoc.org/en/taxonomy/term/11700,http://eurovoc.europa.eu/1508,Islam
http://bartoc.org/en/taxonomy/term/11701,http://eurovoc.europa.eu/1536,Judaism
http://bartoc.org/en/taxonomy/term/11715,http://eurovoc.europa.eu/7397,"sacred text"
http://bartoc.org/en/taxonomy/term/11708,http://eurovoc.europa.eu/3297,theology
http://bartoc.org/en/taxonomy/term/11860,http://eurovoc.europa.eu/3486,"religious group"
http://bartoc.org/en/taxonomy/term/11750,http://eurovoc.europa.eu/5690,Jew
http://bartoc.org/en/taxonomy/term/11612,http://eurovoc.europa.eu/2914,research
http://bartoc.org/en/taxonomy/term/12413,http://eurovoc.europa.eu/3667,"animal experimentation"
http://bartoc.org/en/taxonomy/term/11641,http://eurovoc.europa.eu/1894,"research method"
http://bartoc.org/en/taxonomy/term/12575,http://eurovoc.europa.eu/6263,"evaluation method"
http://bartoc.org/en/taxonomy/term/12432,http://eurovoc.europa.eu/6267,simulation
http://bartoc.org/en/taxonomy/term/11862,http://eurovoc.europa.eu/2924,"scientific research"
http://bartoc.org/en/taxonomy/term/11973,http://eurovoc.europa.eu/5237,"research and development"
http://bartoc.org/en/taxonomy/term/12499,http://eurovoc.europa.eu/3438,"road network"
http://bartoc.org/en/taxonomy/term/12633,http://eurovoc.europa.eu/4047,"road safety"
http://bartoc.org/en/taxonomy/term/12472,http://eurovoc.europa.eu/3079,"rural region"
http://bartoc.org/en/taxonomy/term/12592,http://eurovoc.europa.eu/3842,"scientific apparatus"
http://bartoc.org/en/taxonomy/term/12474,http://eurovoc.europa.eu/4374,smoking
http://bartoc.org/en/taxonomy/term/11784,http://eurovoc.europa.eu/1820,"social analysis"
http://bartoc.org/en/taxonomy/term/14062,http://eurovoc.europa.eu/100211,"social framework"
http://bartoc.org/en/taxonomy/term/11940,http://eurovoc.europa.eu/4706,"social life"
http://bartoc.org/en/taxonomy/term/12460,http://eurovoc.europa.eu/3250,"human relations"
http://bartoc.org/en/taxonomy/term/12619,http://eurovoc.europa.eu/5170,"secret society"
http://bartoc.org/en/taxonomy/term/11716,http://eurovoc.europa.eu/5169,bioethics
http://bartoc.org/en/taxonomy/term/11821,http://eurovoc.europa.eu/432,"social development"
http://bartoc.org/en/taxonomy/term/11814,http://eurovoc.europa.eu/2517,"social policy"
http://bartoc.org/en/taxonomy/term/12573,http://eurovoc.europa.eu/3919,"child protection"
http://bartoc.org/en/taxonomy/term/11907,http://eurovoc.europa.eu/1231,"disabled person"
http://bartoc.org/en/taxonomy/term/11753,http://eurovoc.europa.eu/5636,"facilities for the disabled"
http://bartoc.org/en/taxonomy/term/11793,http://eurovoc.europa.eu/3349,"physically disabled"
http://bartoc.org/en/taxonomy/term/11745,http://eurovoc.europa.eu/1469,"social integration"
http://bartoc.org/en/taxonomy/term/10756,http://eurovoc.europa.eu/3956,"social sciences"
http://bartoc.org/en/taxonomy/term/11829,http://eurovoc.europa.eu/3923,"administrative science"
http://bartoc.org/en/taxonomy/term/11769,http://eurovoc.europa.eu/3933,economics
http://bartoc.org/en/taxonomy/term/11820,http://eurovoc.europa.eu/427,"economic development"
http://bartoc.org/en/taxonomy/term/11950,http://eurovoc.europa.eu/4006,"economic sector"
http://bartoc.org/en/taxonomy/term/11955,http://eurovoc.europa.eu/5886,"farming sector"
http://bartoc.org/en/taxonomy/term/11827,http://eurovoc.europa.eu/637,economy
http://bartoc.org/en/taxonomy/term/11945,http://eurovoc.europa.eu/652,"industrial economy"
http://bartoc.org/en/taxonomy/term/11797,http://eurovoc.europa.eu/2515,"regional policy"
http://bartoc.org/en/taxonomy/term/11816,http://eurovoc.europa.eu/5433,"town and country planning"
http://bartoc.org/en/taxonomy/term/11620,http://eurovoc.europa.eu/4256,statistics
http://bartoc.org/en/taxonomy/term/11815,http://eurovoc.europa.eu/5585,"sustainable development"
http://bartoc.org/en/taxonomy/term/11697,http://eurovoc.europa.eu/892,ethnology
http://bartoc.org/en/taxonomy/term/11695,http://eurovoc.europa.eu/6394,ethnography
http://bartoc.org/en/taxonomy/term/11648,http://eurovoc.europa.eu/1245,history
http://bartoc.org/en/taxonomy/term/11633,http://eurovoc.europa.eu/5661,"ancient history"
http://bartoc.org/en/taxonomy/term/11653,http://eurovoc.europa.eu/5662,"contemporary history"
http://bartoc.org/en/taxonomy/term/11693,http://eurovoc.europa.eu/5663,"medieval history"
http://bartoc.org/en/taxonomy/term/11652,http://eurovoc.europa.eu/5664,"modern history"
http://bartoc.org/en/taxonomy/term/11931,http://eurovoc.europa.eu/5803,prehistory
http://bartoc.org/en/taxonomy/term/11783,http://eurovoc.europa.eu/3947,"political science"
http://bartoc.org/en/taxonomy/term/11807,http://eurovoc.europa.eu/4205,sociology
http://bartoc.org/en/taxonomy/term/11899,http://eurovoc.europa.eu/6395,"industrial sociology"
http://bartoc.org/en/taxonomy/term/11787,http://eurovoc.europa.eu/4050,"social security"
http://bartoc.org/en/taxonomy/term/12484,http://eurovoc.europa.eu/4143,"social services"
http://bartoc.org/en/taxonomy/term/11774,http://eurovoc.europa.eu/3360,"social work"
http://bartoc.org/en/taxonomy/term/14171,http://eurovoc.europa.eu/4188,socialism
http://bartoc.org/en/taxonomy/term/12660,http://eurovoc.europa.eu/744,"soft energy"
http://bartoc.org/en/taxonomy/term/12503,http://eurovoc.europa.eu/4210,"soya bean"
http://bartoc.org/en/taxonomy/term/11975,http://eurovoc.europa.eu/2342,staff
http://bartoc.org/en/taxonomy/term/11913,http://eurovoc.europa.eu/886,"state of emergency"
http://bartoc.org/en/taxonomy/term/12429,http://eurovoc.europa.eu/4314,sugar
http://bartoc.org/en/taxonomy/term/11828,http://eurovoc.europa.eu/1310,tax
http://bartoc.org/en/taxonomy/term/12489,http://eurovoc.europa.eu/1071,"teacher training"
http://bartoc.org/en/taxonomy/term/11840,http://eurovoc.europa.eu/778,teaching
http://bartoc.org/en/taxonomy/term/12572,http://eurovoc.europa.eu/672,"basic education"
http://bartoc.org/en/taxonomy/term/12571,http://eurovoc.europa.eu/799,"secondary education"
http://bartoc.org/en/taxonomy/term/12494,http://eurovoc.europa.eu/682,"special education"
http://bartoc.org/en/taxonomy/term/11741,http://eurovoc.europa.eu/873,"educational institution"
http://bartoc.org/en/taxonomy/term/11747,http://eurovoc.europa.eu/680,"health education"
http://bartoc.org/en/taxonomy/term/11625,http://eurovoc.europa.eu/800,"higher education"
http://bartoc.org/en/taxonomy/term/11736,http://eurovoc.europa.eu/4151,university
http://bartoc.org/en/taxonomy/term/12574,http://eurovoc.europa.eu/783,"language teaching"
http://bartoc.org/en/taxonomy/term/12487,http://eurovoc.europa.eu/2794,"teaching curriculum"
http://bartoc.org/en/taxonomy/term/14048,http://eurovoc.europa.eu/3278,"teaching materials"
http://bartoc.org/en/taxonomy/term/11670,http://eurovoc.europa.eu/4415,technology
http://bartoc.org/en/taxonomy/term/12565,http://eurovoc.europa.eu/3638,"clean technology"
http://bartoc.org/en/taxonomy/term/12455,http://eurovoc.europa.eu/7219,"digital technology"
http://bartoc.org/en/taxonomy/term/12419,http://eurovoc.europa.eu/7931,nanotechnology
http://bartoc.org/en/taxonomy/term/12598,http://eurovoc.europa.eu/2783,"textile product"
http://bartoc.org/en/taxonomy/term/11779,http://eurovoc.europa.eu/4619,"town planning"
http://bartoc.org/en/taxonomy/term/12632,http://eurovoc.europa.eu/1391,"toy industry"
http://bartoc.org/en/taxonomy/term/12625,http://eurovoc.europa.eu/4478,translation
http://bartoc.org/en/taxonomy/term/11627,http://eurovoc.europa.eu/4595,UNESCO
http://bartoc.org/en/taxonomy/term/11788,http://eurovoc.europa.eu/3710,UNHCR
http://bartoc.org/en/taxonomy/term/11626,http://eurovoc.europa.eu/2179,UNO
http://bartoc.org/en/taxonomy/term/12569,http://eurovoc.europa.eu/1856,"veterinary medicine"
http://bartoc.org/en/taxonomy/term/11717,http://eurovoc.europa.eu/1741,"water analysis"
http://bartoc.org/en/taxonomy/term/12492,http://eurovoc.europa.eu/1004,welfare
http://bartoc.org/en/taxonomy/term/12533,http://eurovoc.europa.eu/3360,"social work"
http://bartoc.org/en/taxonomy/term/11976,http://eurovoc.europa.eu/4717,"wine of superior quality"
http://bartoc.org/en/taxonomy/term/11655,http://eurovoc.europa.eu/5280,woman
http://bartoc.org/en/taxonomy/term/11847,http://eurovoc.europa.eu/2754,"wood product"
http://bartoc.org/en/taxonomy/term/12515,http://eurovoc.europa.eu/4336,"wooded area"
http://bartoc.org/en/taxonomy/term/11658,http://eurovoc.europa.eu/4543,work
http://bartoc.org/en/taxonomy/term/11692,http://eurovoc.europa.eu/1528,"young person"
http://bartoc.org/en/taxonomy/term/10556,http://dewey.info/class/000/e23/,
http://bartoc.org/en/taxonomy/term/10557,http://dewey.info/class/100/e23/,
http://bartoc.org/en/taxonomy/term/10558,http://dewey.info/class/200/e23/,
http://bartoc.org/en/taxonomy/term/10559,http://dewey.info/class/300/e23/,
http://bartoc.org/en/taxonomy/term/10560,http://dewey.info/class/400/e23/,
http://bartoc.org/en/taxonomy/term/10561,http://dewey.info/class/500/e23/,
http://bartoc.org/en/taxonomy/term/10562,http://dewey.info/class/600/e23/,
http://bartoc.org/en/taxonomy/term/10563,http://dewey.info/class/700/e23/,
http://bartoc.org/en/taxonomy/term/10564,http://dewey.info/class/800/e23/,
http://bartoc.org/en/taxonomy/term/10565,http://dewey.info/class/900/e23/,
http://bartoc.org/en/taxonomy/term/10566,http://dewey.info/class/010/e23/,
http://bartoc.org/en/taxonomy/term/10567,http://dewey.info/class/020/e23/,
http://bartoc.org/en/taxonomy/term/10568,http://dewey.info/class/030/e23/,
http://bartoc.org/en/taxonomy/term/10569,http://dewey.info/class/040/e23/,
http://bartoc.org/en/taxonomy/term/10570,http://dewey.info/class/050/e23/,
http://bartoc.org/en/taxonomy/term/10571,http://dewey.info/class/060/e23/,
http://bartoc.org/en/taxonomy/term/10572,http://dewey.info/class/070/e23/,
http://bartoc.org/en/taxonomy/term/10573,http://dewey.info/class/080/e23/,
http://bartoc.org/en/taxonomy/term/10574,http://dewey.info/class/090/e23/,
http://bartoc.org/en/taxonomy/term/10575,http://dewey.info/class/110/e23/,
http://bartoc.org/en/taxonomy/term/10576,http://dewey.info/class/120/e23/,
http://bartoc.org/en/taxonomy/term/10577,http://dewey.info/class/130/e23/,
http://bartoc.org/en/taxonomy/term/10578,http://dewey.info/class/140/e23/,
http://bartoc.org/en/taxonomy/term/10579,http://dewey.info/class/150/e23/,
http://bartoc.org/en/taxonomy/term/10580,http://dewey.info/class/160/e23/,
http://bartoc.org/en/taxonomy/term/10581,http://dewey.info/class/170/e23/,
http://bartoc.org/en/taxonomy/term/10582,http://dewey.info/class/180/e23/,
http://bartoc.org/en/taxonomy/term/10583,http://dewey.info/class/190/e23/,
http://bartoc.org/en/taxonomy/term/10584,http://dewey.info/class/210/e23/,
http://bartoc.org/en/taxonomy/term/10585,http://dewey.info/class/220/e23/,
http://bartoc.org/en/taxonomy/term/10586,http://dewey.info/class/230/e23/,
http://bartoc.org/en/taxonomy/term/10587,http://dewey.info/class/240/e23/,
http://bartoc.org/en/taxonomy/term/10588,http://dewey.info/class/250/e23/,
http://bartoc.org/en/taxonomy/term/10589,http://dewey.info/class/260/e23/,
http://bartoc.org/en/taxonomy/term/10590,http://dewey.info/class/270/e23/,
http://bartoc.org/en/taxonomy/term/10591,http://dewey.info/class/280/e23/,
http://bartoc.org/en/taxonomy/term/10592,http://dewey.info/class/290/e23/,
http://bartoc.org/en/taxonomy/term/10593,http://dewey.info/class/310/e23/,
http://bartoc.org/en/taxonomy/term/10594,http://dewey.info/class/320/e23/,
http://bartoc.org/en/taxonomy/term/10595,http://dewey.info/class/330/e23/,
http://bartoc.org/en/taxonomy/term/10596,http://dewey.info/class/340/e23/,
http://bartoc.org/en/taxonomy/term/10597,http://dewey.info/class/350/e23/,
http://bartoc.org/en/taxonomy/term/10598,http://dewey.info/class/360/e23/,
http://bartoc.org/en/taxonomy/term/10599,http://dewey.info/class/370/e23/,
http://bartoc.org/en/taxonomy/term/10600,http://dewey.info/class/380/e23/,
http://bartoc.org/en/taxonomy/term/10601,http://dewey.info/class/390/e23/,
http://bartoc.org/en/taxonomy/term/10602,http://dewey.info/class/410/e23/,
http://bartoc.org/en/taxonomy/term/10603,http://dewey.info/class/420/e23/,
http://bartoc.org/en/taxonomy/term/10604,http://dewey.info/class/430/e23/,
http://bartoc.org/en/taxonomy/term/10605,http://dewey.info/class/440/e23/,
http://bartoc.org/en/taxonomy/term/10606,http://dewey.info/class/450/e23/,
http://bartoc.org/en/taxonomy/term/10607,http://dewey.info/class/460/e23/,
http://bartoc.org/en/taxonomy/term/10608,http://dewey.info/class/470/e23/,
http://bartoc.org/en/taxonomy/term/10609,http://dewey.info/class/480/e23/,
http://bartoc.org/en/taxonomy/term/10610,http://dewey.info/class/490/e23/,
http://bartoc.org/en/taxonomy/term/10611,http://dewey.info/class/510/e23/,
http://bartoc.org/en/taxonomy/term/10612,http://dewey.info/class/520/e23/,
http://bartoc.org/en/taxonomy/term/10613,http://dewey.info/class/530/e23/,
http://bartoc.org/en/taxonomy/term/10614,http://dewey.info/class/540/e23/,
http://bartoc.org/en/taxonomy/term/10615,http://dewey.info/class/550/e23/,
http://bartoc.org/en/taxonomy/term/10616,http://dewey.info/class/560/e23/,
http://bartoc.org/en/taxonomy/term/10617,http://dewey.info/class/570/e23/,
http://bartoc.org/en/taxonomy/term/10618,http://dewey.info/class/580/e23/,
http://bartoc.org/en/taxonomy/term/10619,http://dewey.info/class/590/e23/,
http://bartoc.org/en/taxonomy/term/10620,http://dewey.info/class/610/e23/,
http://bartoc.org/en/taxonomy/term/10621,http://dewey.info/class/620/e23/,
http://bartoc.org/en/taxonomy/term/10622,http://dewey.info/class/630/e23/,
http://bartoc.org/en/taxonomy/term/10623,http://dewey.info/class/640/e23/,
http://bartoc.org/en/taxonomy/term/10624,http://dewey.info/class/650/e23/,
http://bartoc.org/en/taxonomy/term/10625,http://dewey.info/class/660/e23/,
http://bartoc.org/en/taxonomy/term/10626,http://dewey.info/class/670/e23/,
http://bartoc.org/en/taxonomy/term/10627,http://dewey.info/class/680/e23/,
http://bartoc.org/en/taxonomy/term/10628,http://dewey.info/class/690/e23/,
http://bartoc.org/en/taxonomy/term/10629,http://dewey.info/class/710/e23/,
http://bartoc.org/en/taxonomy/term/10630,http://dewey.info/class/720/e23/,
http://bartoc.org/en/taxonomy/term/10631,http://dewey.info/class/730/e23/,
http://bartoc.org/en/taxonomy/term/10632,http://dewey.info/class/740/e23/,
http://bartoc.org/en/taxonomy/term/10633,http://dewey.info/class/750/e23/,
http://bartoc.org/en/taxonomy/term/10634,http://dewey.info/class/760/e23/,
http://bartoc.org/en/taxonomy/term/10635,http://dewey.info/class/770/e23/,
